"Comment[mztab:metadata:assay:id]"	"Comment[mztab:metadata:sample:id]"	"Comment[mztab:metadata:ms_run:id]"	"Comment[mztab:metadata:ms_run:name]"	"Comment[mztab:metadata:ms_run:instrument:id]"	"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Parameter Value[Data file checksum]"	"Parameter Value[Data file checksum type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Native spectrum identifier format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Raw data file format]"	"Term Source REF"	"Term Accession Number"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"343"	"343"	"343"	""	""	"M11082403"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"343"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082403.mzml"	"Metabolite identification"	""	""
"344"	"344"	"344"	""	""	"M11060205"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"344"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060205.mzml"	"Metabolite identification"	""	""
"345"	"345"	"345"	""	""	"M11052814"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"345"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052814.mzml"	"Metabolite identification"	""	""
"346"	"346"	"346"	""	""	"M11072307"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"346"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072307.mzml"	"Metabolite identification"	""	""
"347"	"347"	"347"	""	""	"M11062904"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"347"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062904.mzml"	"Metabolite identification"	""	""
"348"	"348"	"348"	""	""	"M11052811"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"348"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052811.mzml"	"Metabolite identification"	""	""
"349"	"349"	"349"	""	""	"M11073019"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"349"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11073019.mzml"	"Metabolite identification"	""	""
"350"	"350"	"350"	""	""	"M11072003"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"350"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072003.mzml"	"Metabolite identification"	""	""
"351"	"351"	"351"	""	""	"M11060907"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"351"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060907.mzml"	"Metabolite identification"	""	""
"352"	"352"	"352"	""	""	"M11061608"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"352"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11061608.mzml"	"Metabolite identification"	""	""
"353"	"353"	"353"	""	""	"M11060919"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"353"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060919.mzml"	"Metabolite identification"	""	""
"354"	"354"	"354"	""	""	"M11082405"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"354"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082405.mzml"	"Metabolite identification"	""	""
"355"	"355"	"355"	""	""	"M11051206"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"355"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051206.mzml"	"Metabolite identification"	""	""
"356"	"356"	"356"	""	""	"M11062513"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"356"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062513.mzml"	"Metabolite identification"	""	""
"357"	"357"	"357"	""	""	"M11051806"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"357"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051806.mzml"	"Metabolite identification"	""	""
"358"	"358"	"358"	""	""	"M11082007"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"358"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082007.mzml"	"Metabolite identification"	""	""
"359"	"359"	"359"	""	""	"M11072318"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"359"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072318.mzml"	"Metabolite identification"	""	""
