"Comment[mztab:metadata:assay:id]"	"Comment[mztab:metadata:sample:id]"	"Comment[mztab:metadata:ms_run:id]"	"Comment[mztab:metadata:ms_run:name]"	"Comment[mztab:metadata:ms_run:instrument:id]"	"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"245"	"245"	"245"	""	"1"	"M11060908"	"Extraction"	""	""	"Assay for M11060908"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"245"	""	"Data transformation"	""	"FILES/m11060908.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"246"	"246"	"246"	""	"1"	"M11072302"	"Extraction"	""	""	"Assay for M11072302"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"246"	""	"Data transformation"	""	"FILES/m11072302.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"247"	"247"	"247"	""	"1"	"M11071306"	"Extraction"	""	""	"Assay for M11071306"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"247"	""	"Data transformation"	""	"FILES/m11071306.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"248"	"248"	"248"	""	"1"	"M11062205"	"Extraction"	""	""	"Assay for M11062205"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"248"	""	"Data transformation"	""	"FILES/m11062205.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"249"	"249"	"249"	""	"1"	"M11073013"	"Extraction"	""	""	"Assay for M11073013"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"249"	""	"Data transformation"	""	"FILES/m11073013.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"250"	"250"	"250"	""	"1"	"M11073010"	"Extraction"	""	""	"Assay for M11073010"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"250"	""	"Data transformation"	""	"FILES/m11073010.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"251"	"251"	"251"	""	"1"	"M11073018"	"Extraction"	""	""	"Assay for M11073018"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"251"	""	"Data transformation"	""	"FILES/m11073018.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"252"	"252"	"252"	""	"1"	"M11072001"	"Extraction"	""	""	"Assay for M11072001"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"252"	""	"Data transformation"	""	"FILES/m11072001.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"253"	"253"	"253"	""	"1"	"M11062914"	"Extraction"	""	""	"Assay for M11062914"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"253"	""	"Data transformation"	""	"FILES/m11062914.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"254"	"254"	"254"	""	"1"	"M11051803"	"Extraction"	""	""	"Assay for M11051803"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"254"	""	"Data transformation"	""	"FILES/m11051803.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"255"	"255"	"255"	""	"1"	"M11062512"	"Extraction"	""	""	"Assay for M11062512"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"255"	""	"Data transformation"	""	"FILES/m11062512.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"256"	"256"	"256"	""	"1"	"M11071303"	"Extraction"	""	""	"Assay for M11071303"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"256"	""	"Data transformation"	""	"FILES/m11071303.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"257"	"257"	"257"	""	"1"	"M11082016"	"Extraction"	""	""	"Assay for M11082016"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"257"	""	"Data transformation"	""	"FILES/m11082016.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"258"	"258"	"258"	""	"1"	"M11072010"	"Extraction"	""	""	"Assay for M11072010"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"258"	""	"Data transformation"	""	"FILES/m11072010.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"259"	"259"	"259"	""	"1"	"M11050411"	"Extraction"	""	""	"Assay for M11050411"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"259"	""	"Data transformation"	""	"FILES/m11050411.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"260"	"260"	"260"	""	"1"	"M11051905"	"Extraction"	""	""	"Assay for M11051905"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"260"	""	"Data transformation"	""	"FILES/m11051905.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"261"	"261"	"261"	""	"1"	"M11073001"	"Extraction"	""	""	"Assay for M11073001"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"261"	""	"Data transformation"	""	"FILES/m11073001.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"262"	"262"	"262"	""	"1"	"M11060204"	"Extraction"	""	""	"Assay for M11060204"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"262"	""	"Data transformation"	""	"FILES/m11060204.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"263"	"263"	"263"	""	"1"	"M11051908"	"Extraction"	""	""	"Assay for M11051908"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"263"	""	"Data transformation"	""	"FILES/m11051908.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"264"	"264"	"264"	""	"1"	"M11052501"	"Extraction"	""	""	"Assay for M11052501"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"264"	""	"Data transformation"	""	"FILES/m11052501.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"265"	"265"	"265"	""	"1"	"M11082004"	"Extraction"	""	""	"Assay for M11082004"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"265"	""	"Data transformation"	""	"FILES/m11082004.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"266"	"266"	"266"	""	"1"	"M11051903"	"Extraction"	""	""	"Assay for M11051903"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"266"	""	"Data transformation"	""	"FILES/m11051903.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"267"	"267"	"267"	""	"1"	"M11062521"	"Extraction"	""	""	"Assay for M11062521"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"267"	""	"Data transformation"	""	"FILES/m11062521.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"268"	"268"	"268"	""	"1"	"M11081714"	"Extraction"	""	""	"Assay for M11081714"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"268"	""	"Data transformation"	""	"FILES/m11081714.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"269"	"269"	"269"	""	"1"	"M11081302"	"Extraction"	""	""	"Assay for M11081302"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"269"	""	"Data transformation"	""	"FILES/m11081302.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"270"	"270"	"270"	""	"1"	"M11072005"	"Extraction"	""	""	"Assay for M11072005"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"270"	""	"Data transformation"	""	"FILES/m11072005.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"271"	"271"	"271"	""	"1"	"M11050415"	"Extraction"	""	""	"Assay for M11050415"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"271"	""	"Data transformation"	""	"FILES/m11050415.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"272"	"272"	"272"	""	"1"	"M11072711"	"Extraction"	""	""	"Assay for M11072711"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"272"	""	"Data transformation"	""	"FILES/m11072711.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"273"	"273"	"273"	""	"1"	"M11070606"	"Extraction"	""	""	"Assay for M11070606"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"273"	""	"Data transformation"	""	"FILES/m11070606.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"274"	"274"	"274"	""	"1"	"M11052817"	"Extraction"	""	""	"Assay for M11052817"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"274"	""	"Data transformation"	""	"FILES/m11052817.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"275"	"275"	"275"	""	"1"	"M11073014"	"Extraction"	""	""	"Assay for M11073014"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"275"	""	"Data transformation"	""	"FILES/m11073014.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"276"	"276"	"276"	""	"1"	"M11072305"	"Extraction"	""	""	"Assay for M11072305"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"276"	""	"Data transformation"	""	"FILES/m11072305.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"277"	"277"	"277"	""	"1"	"M11060918"	"Extraction"	""	""	"Assay for M11060918"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"277"	""	"Data transformation"	""	"FILES/m11060918.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"278"	"278"	"278"	""	"1"	"M11081702"	"Extraction"	""	""	"Assay for M11081702"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"278"	""	"Data transformation"	""	"FILES/m11081702.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"279"	"279"	"279"	""	"1"	"M11050402"	"Extraction"	""	""	"Assay for M11050402"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"279"	""	"Data transformation"	""	"FILES/m11050402.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"280"	"280"	"280"	""	"1"	"M11081310"	"Extraction"	""	""	"Assay for M11081310"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"280"	""	"Data transformation"	""	"FILES/m11081310.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"281"	"281"	"281"	""	"1"	"M11080301"	"Extraction"	""	""	"Assay for M11080301"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"281"	""	"Data transformation"	""	"FILES/m11080301.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"282"	"282"	"282"	""	"1"	"M11060922"	"Extraction"	""	""	"Assay for M11060922"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"282"	""	"Data transformation"	""	"FILES/m11060922.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"283"	"283"	"283"	""	"1"	"M11051102"	"Extraction"	""	""	"Assay for M11051102"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"283"	""	"Data transformation"	""	"FILES/m11051102.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"284"	"284"	"284"	""	"1"	"M11060114"	"Extraction"	""	""	"Assay for M11060114"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"284"	""	"Data transformation"	""	"FILES/m11060114.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"285"	"285"	"285"	""	"1"	"M11082017"	"Extraction"	""	""	"Assay for M11082017"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"285"	""	"Data transformation"	""	"FILES/m11082017.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"286"	"286"	"286"	""	"1"	"M11060202"	"Extraction"	""	""	"Assay for M11060202"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"286"	""	"Data transformation"	""	"FILES/m11060202.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"287"	"287"	"287"	""	"1"	"M11052810"	"Extraction"	""	""	"Assay for M11052810"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"287"	""	"Data transformation"	""	"FILES/m11052810.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"288"	"288"	"288"	""	"1"	"M11051911"	"Extraction"	""	""	"Assay for M11051911"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"288"	""	"Data transformation"	""	"FILES/m11051911.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"289"	"289"	"289"	""	"1"	"M11073011"	"Extraction"	""	""	"Assay for M11073011"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"289"	""	"Data transformation"	""	"FILES/m11073011.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"290"	"290"	"290"	""	"1"	"M11052806"	"Extraction"	""	""	"Assay for M11052806"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"290"	""	"Data transformation"	""	"FILES/m11052806.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"291"	"291"	"291"	""	"1"	"M11082012"	"Extraction"	""	""	"Assay for M11082012"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"291"	""	"Data transformation"	""	"FILES/m11082012.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"292"	"292"	"292"	""	"1"	"M11062201"	"Extraction"	""	""	"Assay for M11062201"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"292"	""	"Data transformation"	""	"FILES/m11062201.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
"293"	"293"	"293"	""	"1"	"M11051202"	"Extraction"	""	""	"Assay for M11051202"	"Mass spectrometry"	"positive"	""	"6490 Triple Quadrupole LC/MS"	"MS"	"http://purl.obolibrary.org/obo/MS_1002446"	"Electrospray Ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"293"	""	"Data transformation"	""	"FILES/m11051202.mzml"	"Metabolite identification"	""	"m_MTBLS1000000_metabolite_profiling_v2_maf.tsv"
